id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000665,Dépôt,1054.49,EUR,1.74,Complétée,Paris,France
id_transaction_00000666,Carte,17.55,GBP,6.42,Complétée,Londres,Royaume-Uni
id_transaction_00000667,Prélèvement,782.99,USD,2.96,Complétée,Washington DC,USA
id_transaction_00000668,Dépôt,2519.2,GBP,1.81,Complétée,Londres,Royaume-Uni
id_transaction_00000669,Prélèvement,4460.08,USD,0.67,Complétée,New York,USA
id_transaction_00000670,Prélèvement,5017.78,GBP,7.15,Complétée,Londres,Royaume-Uni
id_transaction_00000671,Retrait,37.21,EUR,8.63,Complétée,Paris,France
id_transaction_00000672,Retrait,103.26,MAD,6.63,Complétée,Casablanca,Maroc
id_transaction_00000673,Prélèvement,679.6,GBP,3.2,Complétée,Londres,Royaume-Uni
id_transaction_00000674,Dépôt,101.27,GBP,1.38,Complétée,Londres,Royaume-Uni
id_transaction_00000675,Carte,176.48,JPY,7.6,Complétée,Tokyo,Japon
id_transaction_00000676,Retrait,123.18,USD,9.77,Complétée,Washington DC,USA
id_transaction_00000677,Carte,154.36,MAD,6.92,Complétée,Casablanca,Maroc
id_transaction_00000678,Virement,1214.34,EUR,9.65,Complétée,Paris,France
id_transaction_00000679,Prélèvement,1905.11,EUR,3.98,Complétée,Francfort,UE
id_transaction_00000680,Virement International,174.1,JPY,4.75,Complétée,Tokyo,Japon
id_transaction_00000681,Virement International,1747.16,ZAR,42.58,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000682,Retrait,808.11,EUR,5.46,Complétée,Paris,France
id_transaction_00000683,Prélèvement,73.58,GBP,5.01,Rejetée,Londres,Royaume-Uni
id_transaction_00000684,Dépôt,2552.07,EUR,0.64,Complétée,Francfort,Allemagne
id_transaction_00000685,Virement International,4911.18,EUR,34.72,Complétée,Francfort,Allemagne
id_transaction_00000686,Virement International,956.8,USD,3.78,En attente,New York,USA
id_transaction_00000687,Virement International,2619.2,MAD,4.21,Complétée,Rabat,Maroc
id_transaction_00000688,Virement International,3448.68,MAD,20.13,Complétée,Rabat,Maroc
id_transaction_00000689,Virement,462.5,EUR,6.04,Complétée,Francfort,Allemagne
id_transaction_00000690,Dépôt,6062.04,EUR,1.05,Complétée,Francfort,UE
id_transaction_00000691,Carte,28.53,ZAR,1.39,En attente,Johannesburg,Afrique du Sud
id_transaction_00000692,Virement International,612.59,EUR,1.3,Complétée,Paris,France
id_transaction_00000693,Carte,24.86,MAD,1.39,Complétée,Casablanca,Maroc
id_transaction_00000694,Virement,428.02,MAD,1.67,Complétée,Casablanca,Maroc
id_transaction_00000695,Virement International,31.57,USD,0.39,En attente,Washington DC,USA
id_transaction_00000696,Prélèvement,9921.35,EUR,4.19,Complétée,Francfort,UE
id_transaction_00000697,Prélèvement,2513.84,GBP,3.12,Rejetée,Londres,Royaume-Uni
id_transaction_00000698,Virement,21.81,GBP,5.54,Complétée,Londres,Royaume-Uni
id_transaction_00000699,Virement International,6289.57,USD,43.75,Complétée,Washington DC,USA
id_transaction_00000700,Retrait,1038.56,MAD,0.73,Complétée,Rabat,Maroc
id_transaction_00000701,Virement,1266.49,MAD,2.75,Complétée,Rabat,Maroc
id_transaction_00000702,Prélèvement,118.84,GBP,7.39,Complétée,Londres,Royaume-Uni
id_transaction_00000703,Dépôt,177.3,EUR,8.08,Complétée,Paris,France
id_transaction_00000704,Virement,830.13,MAD,0.97,En attente,Rabat,Maroc
id_transaction_00000705,Retrait,479.81,ZAR,1.85,Rejetée,Johannesburg,Afrique du Sud
id_transaction_00000706,Carte,10.23,EUR,9.05,En attente,Francfort,UE
id_transaction_00000707,Prélèvement,2705.2,JPY,9.94,Complétée,Tokyo,Japon
id_transaction_00000708,Dépôt,803.59,EUR,0.21,Complétée,Francfort,UE
id_transaction_00000709,Retrait,5243.49,EUR,1.39,En attente,Paris,France
id_transaction_00000710,Dépôt,353.37,MAD,8.03,Complétée,Rabat,Maroc
id_transaction_00000711,Retrait,50.26,MAD,5.45,Complétée,Casablanca,Maroc
id_transaction_00000712,Prélèvement,36.58,MAD,3.1,Complétée,Casablanca,Maroc
id_transaction_00000713,Virement International,408.41,JPY,6.7,Complétée,Tokyo,Japon
id_transaction_00000714,Virement International,6907.64,CNY,8.25,Complétée,Pékin,Chine
id_transaction_00000715,Retrait,1559.82,JPY,8.53,Rejetée,Tokyo,Japon
id_transaction_00000716,Prélèvement,1978.75,JPY,9.81,Complétée,Tokyo,Japon
id_transaction_00000717,Prélèvement,3469.65,USD,4.5,Complétée,New York,USA
id_transaction_00000718,Virement,910.0,EUR,3.14,Complétée,Paris,France
id_transaction_00000719,Carte,35.97,USD,2.37,Complétée,Washington DC,USA
id_transaction_00000720,Retrait,243.28,EUR,6.96,Complétée,Paris,France
id_transaction_00000721,Retrait,3345.33,MAD,1.8,Complétée,Casablanca,Maroc
id_transaction_00000722,Virement,1341.6,MAD,2.41,Complétée,Rabat,Maroc
id_transaction_00000723,Virement International,2939.25,CNY,10.87,Complétée,Pékin,Chine
id_transaction_00000724,Virement,291.95,GBP,9.66,Complétée,Londres,Royaume-Uni
id_transaction_00000725,Carte,67.35,USD,5.35,Complétée,New York,USA
id_transaction_00000726,Retrait,1797.55,EUR,3.28,En attente,Paris,France
id_transaction_00000727,Dépôt,398.28,EUR,2.17,Complétée,Paris,France
id_transaction_00000728,Prélèvement,108.81,ZAR,1.9,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000729,Virement,27.28,MAD,7.25,Complétée,Rabat,Maroc
id_transaction_00000730,Dépôt,149.64,GBP,7.91,En cours,Londres,Royaume-Uni
id_transaction_00000731,Prélèvement,3026.72,MAD,4.64,Complétée,Rabat,Maroc
id_transaction_00000732,Virement,26.62,CNY,1.13,Complétée,Pékin,Chine
id_transaction_00000733,Prélèvement,113.73,ZAR,5.31,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000734,Retrait,274.73,EUR,8.98,Complétée,Francfort,Allemagne
id_transaction_00000735,Virement International,375.47,CNY,2.32,Complétée,Pékin,Chine
id_transaction_00000736,Prélèvement,323.81,GBP,2.42,En cours,Londres,Royaume-Uni
id_transaction_00000737,Retrait,7056.56,GBP,8.56,Complétée,Londres,Royaume-Uni
id_transaction_00000738,Retrait,310.05,ZAR,3.28,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000739,Dépôt,903.65,JPY,1.82,Complétée,Tokyo,Japon
id_transaction_00000740,Dépôt,115.42,JPY,2.12,Complétée,Tokyo,Japon
id_transaction_00000741,Dépôt,493.27,USD,3.06,Complétée,New York,USA
id_transaction_00000742,Virement International,4823.55,ZAR,37.47,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000743,Virement,643.33,GBP,5.64,Complétée,Londres,Royaume-Uni
id_transaction_00000744,Prélèvement,23.7,GBP,6.17,Complétée,Londres,Royaume-Uni
id_transaction_00000745,Dépôt,862.09,GBP,1.92,En attente,Londres,Royaume-Uni
id_transaction_00000746,Virement,3536.73,JPY,4.9,Complétée,Tokyo,Japon
id_transaction_00000747,Retrait,7224.03,EUR,4.38,Complétée,Paris,France
id_transaction_00000748,Retrait,126.23,CNY,5.02,En attente,Pékin,Chine
id_transaction_00000749,Virement International,46.73,MAD,1.29,Complétée,Rabat,Maroc
id_transaction_00000750,Prélèvement,249.52,CNY,3.25,Complétée,Pékin,Chine
id_transaction_00000751,Virement International,2440.75,USD,31.42,Complétée,New York,USA
id_transaction_00000752,Dépôt,36.84,CNY,8.28,Complétée,Pékin,Chine
id_transaction_00000753,Prélèvement,207.89,EUR,4.25,Complétée,Paris,France
id_transaction_00000754,Carte,395.94,MAD,1.01,Complétée,Casablanca,Maroc
id_transaction_00000755,Dépôt,2794.25,JPY,3.5,En attente,Tokyo,Japon
id_transaction_00000756,Retrait,58.23,USD,4.04,Complétée,New York,USA
id_transaction_00000757,Prélèvement,26.05,GBP,5.17,Complétée,Londres,Royaume-Uni
id_transaction_00000758,Prélèvement,1828.52,USD,4.86,Complétée,New York,USA
id_transaction_00000759,Dépôt,1154.07,JPY,1.0,En attente,Tokyo,Japon
id_transaction_00000760,Prélèvement,27501.11,EUR,6.03,Complétée,Francfort,Allemagne
id_transaction_00000761,Prélèvement,267.4,USD,7.46,En attente,Washington DC,USA
id_transaction_00000762,Carte,47.64,GBP,1.92,Complétée,Londres,Royaume-Uni
id_transaction_00000763,Virement International,13730.78,JPY,123.98,Complétée,Tokyo,Japon
id_transaction_00000764,Virement International,28417.15,USD,192.49,Complétée,New York,USA
id_transaction_00000765,Virement,225.31,USD,2.04,En cours,New York,USA
id_transaction_00000766,Retrait,22.93,EUR,3.02,Complétée,Paris,France
id_transaction_00000767,Retrait,3051.29,MAD,1.21,Complétée,Rabat,Maroc
id_transaction_00000768,Carte,516.23,USD,4.88,Complétée,Washington DC,USA
id_transaction_00000769,Virement International,35224.74,ZAR,808.74,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000770,Virement,85.8,JPY,3.1,Complétée,Tokyo,Japon
id_transaction_00000771,Retrait,2485.52,GBP,4.35,En cours,Londres,Royaume-Uni
id_transaction_00000772,Virement International,1111.77,EUR,10.88,Complétée,Paris,France
id_transaction_00000773,Retrait,324.45,JPY,4.74,Complétée,Tokyo,Japon
id_transaction_00000774,Virement,249.43,MAD,0.57,Complétée,Casablanca,Maroc
id_transaction_00000775,Virement International,86569.0,EUR,1089.04,Complétée,Francfort,UE
id_transaction_00000776,Retrait,1808.1,GBP,0.07,Complétée,Londres,Royaume-Uni
id_transaction_00000777,Dépôt,343.77,MAD,3.6,Complétée,Casablanca,Maroc
id_transaction_00000778,Retrait,5419.99,USD,7.57,Complétée,New York,USA
id_transaction_00000779,Prélèvement,152.21,GBP,9.72,Complétée,Londres,Royaume-Uni
id_transaction_00000780,Virement,457.72,JPY,8.58,Complétée,Tokyo,Japon
id_transaction_00000781,Virement International,2013.49,JPY,49.56,Complétée,Tokyo,Japon
id_transaction_00000782,Virement,147.42,EUR,8.91,Complétée,Paris,France
id_transaction_00000783,Dépôt,93.86,EUR,1.84,En cours,Paris,France
id_transaction_00000784,Carte,238.29,GBP,1.89,Complétée,Londres,Royaume-Uni
id_transaction_00000785,Virement,2565.28,JPY,7.92,Complétée,Tokyo,Japon
id_transaction_00000786,Dépôt,33.09,MAD,9.27,Complétée,Rabat,Maroc
id_transaction_00000787,Retrait,252.69,ZAR,4.72,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000788,Carte,117.9,MAD,7.09,Complétée,Casablanca,Maroc
id_transaction_00000789,Carte,15.1,USD,0.87,Complétée,New York,USA
id_transaction_00000790,Dépôt,74.51,USD,3.47,Complétée,New York,USA
id_transaction_00000791,Prélèvement,249.46,MAD,2.58,Rejetée,Casablanca,Maroc
id_transaction_00000792,Carte,56.66,GBP,2.88,En cours,Londres,Royaume-Uni
id_transaction_00000793,Retrait,359.75,MAD,1.04,Complétée,Casablanca,Maroc
id_transaction_00000794,Virement,323.35,JPY,1.33,Complétée,Tokyo,Japon
id_transaction_00000795,Virement,367.4,EUR,5.14,En attente,Francfort,Allemagne
id_transaction_00000796,Retrait,309.05,JPY,2.24,Complétée,Tokyo,Japon
id_transaction_00000797,Dépôt,1458.86,EUR,2.44,Complétée,Paris,France
id_transaction_00000798,Virement International,9427.24,GBP,164.38,Complétée,Londres,Royaume-Uni
id_transaction_00000799,Dépôt,130.9,GBP,8.96,Rejetée,Londres,Royaume-Uni
id_transaction_00000800,Virement International,246.53,CNY,2.02,Complétée,Pékin,Chine
id_transaction_00000801,Virement,348.73,CNY,3.21,Complétée,Pékin,Chine
id_transaction_00000802,Retrait,20.26,EUR,4.11,En cours,Paris,France
id_transaction_00000803,Virement,125.38,GBP,6.77,Complétée,Londres,Royaume-Uni
id_transaction_00000804,Carte,74.06,CNY,2.11,Complétée,Pékin,Chine
id_transaction_00000805,Virement International,153.22,CNY,0.61,Complétée,Pékin,Chine
id_transaction_00000806,Carte,39.94,EUR,3.48,Complétée,Paris,France
id_transaction_00000807,Prélèvement,92.11,MAD,2.14,Complétée,Casablanca,Maroc
id_transaction_00000808,Virement,122.88,JPY,3.67,Complétée,Tokyo,Japon
id_transaction_00000809,Dépôt,26.31,CNY,7.17,Complétée,Pékin,Chine
id_transaction_00000810,Retrait,186.47,EUR,0.91,Complétée,Francfort,UE
id_transaction_00000811,Dépôt,174.97,ZAR,6.36,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000812,Retrait,149.9,USD,1.76,Complétée,Washington DC,USA
id_transaction_00000813,Dépôt,5162.39,MAD,6.93,Complétée,Casablanca,Maroc
id_transaction_00000814,Prélèvement,71.48,CNY,7.52,Complétée,Pékin,Chine
id_transaction_00000815,Dépôt,1467.16,USD,8.89,Complétée,New York,USA
id_transaction_00000816,Carte,1664.64,USD,3.1,Complétée,New York,USA
id_transaction_00000817,Retrait,277.66,GBP,1.33,Complétée,Londres,Royaume-Uni
id_transaction_00000818,Virement International,105.03,GBP,0.33,Complétée,Londres,Royaume-Uni
id_transaction_00000819,Carte,16.94,MAD,8.07,Complétée,Casablanca,Maroc
id_transaction_00000820,Dépôt,2152.28,EUR,7.95,Complétée,Paris,France
id_transaction_00000821,Virement International,3489.65,MAD,48.92,Complétée,Rabat,Maroc
id_transaction_00000822,Carte,265.31,JPY,7.42,Complétée,Tokyo,Japon
id_transaction_00000823,Prélèvement,255.64,JPY,8.21,En attente,Tokyo,Japon
id_transaction_00000824,Dépôt,92.24,MAD,2.75,Complétée,Casablanca,Maroc
id_transaction_00000825,Prélèvement,201.45,EUR,3.48,Complétée,Francfort,Allemagne
id_transaction_00000826,Dépôt,49.98,USD,8.79,Complétée,Washington DC,USA
id_transaction_00000827,Retrait,334.37,EUR,0.4,En cours,Francfort,UE
id_transaction_00000828,Virement International,16216.17,JPY,223.46,Complétée,Tokyo,Japon
id_transaction_00000829,Retrait,238.35,EUR,3.55,Complétée,Paris,France
id_transaction_00000830,Retrait,14.48,JPY,3.43,Complétée,Tokyo,Japon
id_transaction_00000831,Virement,767.93,MAD,9.73,Complétée,Casablanca,Maroc
id_transaction_00000832,Virement International,2875.92,CNY,72.37,Complétée,Pékin,Chine
id_transaction_00000833,Virement,293.32,EUR,3.42,Complétée,Francfort,Allemagne
id_transaction_00000834,Virement International,31504.85,USD,550.49,Complétée,New York,USA
id_transaction_00000835,Carte,63.03,MAD,8.19,Complétée,Casablanca,Maroc
id_transaction_00000836,Virement,165.67,MAD,2.74,Complétée,Rabat,Maroc
id_transaction_00000837,Retrait,1428.9,JPY,2.06,Complétée,Tokyo,Japon
id_transaction_00000838,Prélèvement,754.85,MAD,1.06,Complétée,Rabat,Maroc
id_transaction_00000839,Prélèvement,1165.35,EUR,8.34,Complétée,Francfort,UE
id_transaction_00000840,Retrait,1752.46,CNY,2.86,En attente,Pékin,Chine
id_transaction_00000841,Dépôt,454.12,MAD,1.67,Rejetée,Rabat,Maroc
id_transaction_00000842,Virement International,1184.71,ZAR,1.71,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000843,Prélèvement,1512.8,JPY,1.47,Complétée,Tokyo,Japon
id_transaction_00000844,Virement,404.23,GBP,8.33,Complétée,Londres,Royaume-Uni
id_transaction_00000845,Carte,113.66,GBP,2.23,Rejetée,Londres,Royaume-Uni
id_transaction_00000846,Dépôt,969.67,JPY,0.93,Complétée,Tokyo,Japon
id_transaction_00000847,Virement,50.64,USD,7.34,Complétée,New York,USA
id_transaction_00000848,Virement,463.84,EUR,2.29,Complétée,Paris,France
id_transaction_00000849,Virement International,145682.95,JPY,988.94,Complétée,Tokyo,Japon
id_transaction_00000850,Carte,129.32,GBP,4.48,Complétée,Londres,Royaume-Uni
id_transaction_00000851,Retrait,702.97,MAD,2.53,Complétée,Casablanca,Maroc
id_transaction_00000852,Virement International,9591.46,GBP,182.19,En attente,Londres,Royaume-Uni
id_transaction_00000853,Virement International,2543.31,ZAR,47.82,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000854,Dépôt,257.06,GBP,4.05,Complétée,Londres,Royaume-Uni
id_transaction_00000855,Virement International,95006.74,USD,674.92,Complétée,New York,USA
id_transaction_00000856,Virement,2787.6,JPY,7.34,Complétée,Tokyo,Japon
id_transaction_00000857,Retrait,150.86,EUR,0.93,Complétée,Francfort,UE
id_transaction_00000858,Virement International,587.95,USD,12.51,Complétée,Washington DC,USA
id_transaction_00000859,Virement,739.89,MAD,7.27,Complétée,Casablanca,Maroc
id_transaction_00000860,Prélèvement,102.67,MAD,4.83,Complétée,Casablanca,Maroc
id_transaction_00000861,Virement International,20513.33,USD,212.17,Complétée,Washington DC,USA
id_transaction_00000862,Virement,694.93,GBP,2.49,Complétée,Londres,Royaume-Uni
id_transaction_00000863,Carte,152.86,ZAR,3.2,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000864,Virement,114.62,USD,7.17,Complétée,New York,USA
id_transaction_00000865,Dépôt,438.69,JPY,4.55,Complétée,Tokyo,Japon
id_transaction_00000866,Carte,46.58,GBP,2.33,Complétée,Londres,Royaume-Uni
id_transaction_00000867,Retrait,132.89,MAD,5.78,Complétée,Casablanca,Maroc
id_transaction_00000868,Carte,46.79,JPY,5.41,Complétée,Tokyo,Japon
id_transaction_00000869,Prélèvement,594.89,MAD,5.07,Complétée,Rabat,Maroc
id_transaction_00000870,Virement International,8561.49,USD,223.19,Complétée,New York,USA
id_transaction_00000871,Carte,44.24,GBP,4.87,Complétée,Londres,Royaume-Uni
id_transaction_00000872,Prélèvement,603.61,USD,4.59,En attente,New York,USA
id_transaction_00000873,Prélèvement,932.57,USD,0.84,Complétée,Washington DC,USA
id_transaction_00000874,Virement,10.0,CNY,4.3,Complétée,Pékin,Chine
id_transaction_00000875,Carte,41.76,GBP,9.73,Rejetée,Londres,Royaume-Uni
id_transaction_00000876,Virement,25.29,EUR,2.48,Complétée,Paris,France
id_transaction_00000877,Virement International,601.85,ZAR,12.68,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000878,Prélèvement,268.99,JPY,8.25,Complétée,Tokyo,Japon
id_transaction_00000879,Dépôt,587.96,USD,1.34,Complétée,New York,USA
id_transaction_00000880,Carte,61.01,CNY,6.89,Complétée,Pékin,Chine
id_transaction_00000881,Retrait,847.33,EUR,1.48,Complétée,Francfort,UE
id_transaction_00000882,Dépôt,431.22,EUR,5.38,Complétée,Francfort,Allemagne
id_transaction_00000883,Virement International,12653.05,MAD,252.79,Complétée,Rabat,Maroc
id_transaction_00000884,Carte,64.57,JPY,4.99,Complétée,Tokyo,Japon
id_transaction_00000885,Virement,353.48,CNY,1.49,Complétée,Pékin,Chine
id_transaction_00000886,Carte,591.56,MAD,6.13,En attente,Rabat,Maroc
id_transaction_00000887,Virement International,194.41,JPY,4.69,Complétée,Tokyo,Japon
id_transaction_00000888,Prélèvement,751.57,USD,8.15,Complétée,New York,USA
id_transaction_00000889,Prélèvement,969.74,CNY,1.29,En attente,Pékin,Chine
id_transaction_00000890,Prélèvement,231.52,EUR,3.56,Complétée,Paris,France
id_transaction_00000891,Prélèvement,596.91,USD,1.27,Complétée,New York,USA
id_transaction_00000892,Virement,114.27,ZAR,9.36,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000893,Virement International,43154.01,EUR,441.42,Complétée,Francfort,Allemagne
id_transaction_00000894,Virement International,6372.74,EUR,105.95,Complétée,Paris,France
id_transaction_00000895,Dépôt,19452.1,JPY,9.78,Complétée,Tokyo,Japon
id_transaction_00000896,Dépôt,253.18,GBP,5.52,Complétée,Londres,Royaume-Uni
id_transaction_00000897,Virement,1684.97,GBP,0.77,Complétée,Londres,Royaume-Uni
id_transaction_00000898,Virement International,469.38,CNY,10.18,Complétée,Pékin,Chine
id_transaction_00000899,Prélèvement,2942.6,JPY,6.83,Complétée,Tokyo,Japon
id_transaction_00000900,Prélèvement,319.45,MAD,1.89,Complétée,Casablanca,Maroc
id_transaction_00000901,Virement International,11619.39,EUR,189.92,Complétée,Paris,France
id_transaction_00000902,Virement,299.38,EUR,9.89,Complétée,Paris,France
id_transaction_00000903,Dépôt,435.2,EUR,3.0,Complétée,Francfort,UE
id_transaction_00000904,Dépôt,3769.52,CNY,7.56,Complétée,Pékin,Chine
id_transaction_00000905,Retrait,299.55,EUR,9.33,Complétée,Paris,France
id_transaction_00000906,Carte,448.23,USD,7.57,Complétée,Washington DC,USA
id_transaction_00000907,Prélèvement,475.99,EUR,5.4,Complétée,Paris,France
id_transaction_00000908,Carte,101.83,CNY,0.62,En attente,Pékin,Chine
id_transaction_00000909,Dépôt,54.36,USD,4.6,Complétée,New York,USA
id_transaction_00000910,Dépôt,1842.09,GBP,8.86,Complétée,Londres,Royaume-Uni
id_transaction_00000911,Carte,19.65,USD,1.36,Complétée,Washington DC,USA
id_transaction_00000912,Virement International,20653.75,EUR,580.87,Complétée,Paris,France
id_transaction_00000913,Dépôt,126.77,CNY,9.2,Complétée,Pékin,Chine
id_transaction_00000914,Carte,610.5,EUR,4.84,En attente,Paris,France
id_transaction_00000915,Prélèvement,81.53,ZAR,9.32,En attente,Johannesburg,Afrique du Sud
id_transaction_00000916,Virement International,14769.45,MAD,250.67,Complétée,Rabat,Maroc
id_transaction_00000917,Retrait,192.8,JPY,1.76,Complétée,Tokyo,Japon
id_transaction_00000918,Prélèvement,331.34,CNY,5.03,Complétée,Pékin,Chine
id_transaction_00000919,Dépôt,657.05,CNY,1.59,Complétée,Pékin,Chine
id_transaction_00000920,Carte,48.42,EUR,2.21,Complétée,Francfort,Allemagne
id_transaction_00000921,Dépôt,789.26,JPY,7.2,Complétée,Tokyo,Japon
id_transaction_00000922,Prélèvement,325.42,USD,5.5,Complétée,New York,USA
id_transaction_00000923,Dépôt,405.34,MAD,9.81,En attente,Rabat,Maroc
id_transaction_00000924,Retrait,2552.9,EUR,3.5,Complétée,Francfort,Allemagne
id_transaction_00000925,Carte,751.6,GBP,2.56,Complétée,Londres,Royaume-Uni
id_transaction_00000926,Retrait,1920.02,MAD,8.04,Complétée,Rabat,Maroc
id_transaction_00000927,Virement,112.3,MAD,3.03,Complétée,Rabat,Maroc
id_transaction_00000928,Carte,60.91,EUR,6.98,En cours,Francfort,UE
id_transaction_00000929,Virement International,23567.19,EUR,312.96,Complétée,Francfort,UE
id_transaction_00000930,Virement International,751.84,EUR,9.99,Complétée,Francfort,Allemagne
id_transaction_00000931,Retrait,379.02,USD,7.28,Complétée,New York,USA
id_transaction_00000932,Virement,1811.59,GBP,5.77,Complétée,Londres,Royaume-Uni
id_transaction_00000933,Dépôt,17.3,JPY,0.81,Complétée,Tokyo,Japon
id_transaction_00000934,Virement,1124.21,EUR,4.67,Complétée,Paris,France
id_transaction_00000935,Dépôt,179.78,GBP,0.94,Complétée,Londres,Royaume-Uni
id_transaction_00000936,Carte,26.66,CNY,6.35,Complétée,Pékin,Chine
id_transaction_00000937,Virement International,350.48,GBP,10.51,Complétée,Londres,Royaume-Uni
id_transaction_00000938,Dépôt,1588.87,MAD,9.21,Complétée,Casablanca,Maroc
id_transaction_00000939,Virement,509.27,USD,0.65,Complétée,New York,USA
id_transaction_00000940,Dépôt,36.63,EUR,5.04,Complétée,Paris,France
id_transaction_00000941,Virement International,4745.6,USD,75.46,Complétée,New York,USA
id_transaction_00000942,Virement International,18087.8,JPY,538.2,Complétée,Tokyo,Japon
id_transaction_00000943,Dépôt,309.53,USD,5.61,Complétée,New York,USA
id_transaction_00000944,Retrait,75.98,USD,6.84,En attente,New York,USA
id_transaction_00000945,Virement International,23944.85,GBP,149.62,Complétée,Londres,Royaume-Uni
id_transaction_00000946,Retrait,293.45,MAD,7.35,Complétée,Casablanca,Maroc
id_transaction_00000947,Prélèvement,223.71,MAD,5.87,En attente,Casablanca,Maroc
id_transaction_00000948,Virement,3650.01,EUR,7.75,Complétée,Francfort,Allemagne
id_transaction_00000949,Prélèvement,29.96,JPY,0.21,Complétée,Tokyo,Japon
id_transaction_00000950,Carte,76.11,JPY,9.69,Complétée,Tokyo,Japon
id_transaction_00000951,Prélèvement,1033.22,USD,1.91,Complétée,Washington DC,USA
id_transaction_00000952,Retrait,266.25,EUR,2.65,Complétée,Francfort,UE
id_transaction_00000953,Dépôt,127.7,CNY,9.34,Complétée,Pékin,Chine
id_transaction_00000954,Prélèvement,446.8,GBP,7.96,Complétée,Londres,Royaume-Uni
id_transaction_00000955,Prélèvement,1201.79,GBP,7.5,Complétée,Londres,Royaume-Uni
id_transaction_00000956,Prélèvement,11191.87,USD,4.06,Complétée,New York,USA
id_transaction_00000957,Prélèvement,251.89,MAD,2.77,Complétée,Casablanca,Maroc
id_transaction_00000958,Carte,178.08,GBP,4.11,En attente,Londres,Royaume-Uni
id_transaction_00000959,Prélèvement,461.96,MAD,2.87,Complétée,Casablanca,Maroc
id_transaction_00000960,Prélèvement,271.27,JPY,2.07,En attente,Tokyo,Japon
id_transaction_00000961,Dépôt,966.83,MAD,7.27,Complétée,Rabat,Maroc
id_transaction_00000962,Prélèvement,205.2,MAD,2.12,Complétée,Casablanca,Maroc
id_transaction_00000963,Virement,334.81,JPY,6.69,En attente,Tokyo,Japon
id_transaction_00000964,Dépôt,293.81,EUR,9.71,Complétée,Francfort,Allemagne
id_transaction_00000965,Virement International,3786.96,JPY,57.12,Complétée,Tokyo,Japon
id_transaction_00000966,Dépôt,114.87,EUR,5.22,Complétée,Paris,France
id_transaction_00000967,Carte,689.25,ZAR,4.03,En attente,Johannesburg,Afrique du Sud
id_transaction_00000968,Virement International,56121.64,JPY,943.04,Complétée,Tokyo,Japon
id_transaction_00000969,Prélèvement,804.39,JPY,2.71,Complétée,Tokyo,Japon
id_transaction_00000970,Virement,566.66,USD,9.13,Complétée,New York,USA
id_transaction_00000971,Virement International,421.02,EUR,3.16,Complétée,Paris,France
id_transaction_00000972,Dépôt,1825.09,ZAR,7.49,En attente,Johannesburg,Afrique du Sud
id_transaction_00000973,Retrait,504.81,USD,5.33,Complétée,New York,USA
id_transaction_00000974,Dépôt,188.87,USD,9.0,Complétée,Washington DC,USA
id_transaction_00000975,Dépôt,624.19,CNY,2.0,Complétée,Pékin,Chine
id_transaction_00000976,Dépôt,188.57,MAD,5.25,Complétée,Casablanca,Maroc
id_transaction_00000977,Retrait,2645.99,ZAR,4.38,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000978,Virement,122.34,GBP,9.48,En attente,Londres,Royaume-Uni
id_transaction_00000979,Carte,585.34,GBP,7.94,Complétée,Londres,Royaume-Uni
id_transaction_00000980,Dépôt,253.54,CNY,8.99,Complétée,Pékin,Chine
id_transaction_00000981,Virement,94.76,EUR,2.39,En attente,Paris,France
id_transaction_00000982,Virement International,1015.21,USD,22.22,Complétée,Washington DC,USA
id_transaction_00000983,Virement,2691.82,MAD,3.06,Complétée,Rabat,Maroc
id_transaction_00000984,Virement International,1144.65,GBP,27.22,Complétée,Londres,Royaume-Uni
id_transaction_00000985,Retrait,693.35,MAD,2.53,Complétée,Rabat,Maroc
id_transaction_00000986,Virement International,20665.18,USD,466.42,En attente,Washington DC,USA
id_transaction_00000987,Carte,10.0,EUR,6.82,Complétée,Francfort,UE
id_transaction_00000988,Dépôt,124.43,EUR,4.15,Complétée,Francfort,UE
id_transaction_00000989,Prélèvement,65.02,EUR,8.09,Complétée,Paris,France
id_transaction_00000990,Retrait,3118.37,USD,4.06,Complétée,Washington DC,USA
id_transaction_00000991,Virement,123.77,ZAR,3.39,Complétée,Johannesburg,Afrique du Sud
id_transaction_00000992,Virement International,681.3,GBP,2.67,Complétée,Londres,Royaume-Uni
id_transaction_00000993,Dépôt,299.94,MAD,5.91,Complétée,Casablanca,Maroc
id_transaction_00000994,Dépôt,35.87,JPY,0.35,Complétée,Tokyo,Japon
